,date,price
1016,09-Oct-98,4.78
1017,08-Oct-98,4.99
1018,07-Oct-98,5.13
1019,06-Oct-98,5.10
1020,05-Oct-98,5.06
1021,02-Oct-98,5.20
1022,01-Oct-98,5.35
1023,30-Sep-98,5.38
1024,29-Sep-98,5.35
1025,28-Sep-98,5.27
1026,25-Sep-98,5.15
1027,24-Sep-98,5.14
1028,23-Sep-98,5.04
1029,22-Sep-98,4.89
1030,21-Sep-98,4.85
1031,18-Sep-98,4.96
1032,17-Sep-98,4.98
1033,16-Sep-98,4.90
1034,15-Sep-98,4.95
1035,14-Sep-98,4.95
1036,11-Sep-98,5.01
1037,10-Sep-98,5.03
1038,09-Sep-98,4.94
1039,08-Sep-98,4.90
1040,07-Sep-98,5.03
1041,04-Sep-98,5.02
1042,03-Sep-98,4.94
1043,02-Sep-98,4.83
1044,01-Sep-98,4.79
1045,31-Aug-98,4.67
1046,28-Aug-98,4.65
1047,27-Aug-98,4.86
1048,26-Aug-98,4.95
1049,25-Aug-98,5.03
1050,24-Aug-98,5.13
1051,21-Aug-98,5.17
1052,20-Aug-98,5.16
1053,19-Aug-98,5.08
1054,18-Aug-98,5.08
1055,17-Aug-98,5.11
1056,14-Aug-98,5.15
1057,13-Aug-98,5.18
1058,12-Aug-98,5.14
1059,11-Aug-98,5.18
1060,10-Aug-98,5.32
1061,07-Aug-98,5.27
1062,06-Aug-98,5.42
1063,05-Aug-98,5.40
1064,04-Aug-98,5.44
1065,03-Aug-98,5.35
1066,31-Jul-98,5.44
1067,30-Jul-98,5.51
1068,29-Jul-98,5.58
1069,28-Jul-98,5.66
1070,27-Jul-98,5.65
1071,24-Jul-98,5.70
1072,23-Jul-98,5.79
1073,22-Jul-98,5.66
1074,21-Jul-98,5.52
1075,20-Jul-98,5.46
1076,17-Jul-98,5.35
1077,16-Jul-98,5.33
1078,15-Jul-98,5.34
1079,14-Jul-98,5.32
1080,13-Jul-98,5.31
1081,10-Jul-98,5.30
1082,09-Jul-98,5.32
1083,08-Jul-98,5.34
1084,07-Jul-98,5.40
1085,06-Jul-98,5.32
1086,03-Jul-98,5.33
1087,02-Jul-98,5.33
1088,01-Jul-98,5.46
1089,30-Jun-98,5.52
1090,29-Jun-98,5.32
1091,26-Jun-98,5.31
1092,25-Jun-98,5.35
1093,24-Jun-98,5.26
1094,23-Jun-98,5.35
1095,22-Jun-98,5.34
1096,19-Jun-98,5.37
1097,18-Jun-98,5.27
1098,17-Jun-98,5.36
1099,16-Jun-98,5.18
1100,15-Jun-98,5.09
1101,12-Jun-98,5.13
1102,11-Jun-98,5.17
1103,10-Jun-98,5.34
1104,09-Jun-98,5.34
1105,08-Jun-98,5.43
1106,05-Jun-98,5.28
1107,04-Jun-98,5.23
1108,03-Jun-98,5.20
1109,02-Jun-98,5.19
1110,01-Jun-98,5.07
1111,29-May-98,5.10
1112,28-May-98,5.03
1113,27-May-98,5.18
1114,26-May-98,5.12
1115,25-May-98,5.26
1116,22-May-98,5.27
1117,21-May-98,5.28
1118,20-May-98,5.25
1119,19-May-98,5.18
1120,18-May-98,5.29
1121,15-May-98,5.57
1122,14-May-98,5.56
1123,13-May-98,5.53
1124,12-May-98,5.58
1125,11-May-98,5.73
1126,08-May-98,5.96
1127,07-May-98,5.96
1128,06-May-98,5.91
1129,05-May-98,6.11
1130,04-May-98,6.25
1131,01-May-98,6.14
1132,30-Apr-98,6.25
1133,29-Apr-98,6.22
1134,28-Apr-98,6.17
1135,27-Apr-98,6.21
1136,24-Apr-98,6.25
1137,23-Apr-98,6.29
1138,22-Apr-98,6.28
1139,21-Apr-98,6.32
1140,20-Apr-98,6.24
1141,17-Apr-98,6.26
1142,16-Apr-98,6.31
1143,15-Apr-98,6.33
1144,14-Apr-98,6.31
1145,13-Apr-98,6.39
1146,09-Apr-98,6.44
1147,08-Apr-98,6.45
1148,07-Apr-98,6.41
1149,06-Apr-98,6.39
1150,03-Apr-98,6.59
1151,02-Apr-98,6.54
1152,01-Apr-98,6.36
1153,31-Mar-98,6.50
1154,30-Mar-98,6.36
1155,27-Mar-98,6.36
1156,26-Mar-98,6.33
1157,25-Mar-98,6.37
1158,24-Mar-98,6.41
1159,23-Mar-98,6.45
1160,20-Mar-98,6.21
1161,19-Mar-98,5.97
1162,18-Mar-98,5.96
1163,17-Mar-98,5.88
1164,16-Mar-98,6.10
1165,13-Mar-98,6.09
1166,12-Mar-98,6.19
1167,11-Mar-98,6.13
1168,10-Mar-98,6.30
1169,09-Mar-98,6.04
1170,06-Mar-98,5.99
1171,05-Mar-98,6.36
1172,04-Mar-98,6.35
1173,03-Mar-98,6.39
1174,02-Mar-98,6.58
1175,27-Feb-98,6.48
1176,26-Feb-98,6.19
1177,25-Feb-98,6.02
1178,24-Feb-98,6.35
1179,23-Feb-98,6.46
1180,20-Feb-98,6.54
1181,19-Feb-98,6.83
1182,18-Feb-98,6.59
1183,17-Feb-98,6.80
1184,16-Feb-98,7.03
1185,13-Feb-98,7.13
1186,12-Feb-98,7.05
1187,11-Feb-98,7.03
1188,10-Feb-98,7.17
1189,09-Feb-98,7.00
1190,06-Feb-98,7.23
1191,05-Feb-98,7.59
1192,04-Feb-98,7.28
1193,03-Feb-98,6.76
1194,02-Feb-98,6.34
1195,30-Jan-98,6.22
1196,29-Jan-98,6.08
1197,28-Jan-98,6.10
1198,27-Jan-98,6.15
1199,26-Jan-98,5.98
1200,23-Jan-98,5.95
1201,22-Jan-98,5.78
1202,21-Jan-98,5.85
1203,20-Jan-98,5.72
1204,19-Jan-98,5.76
1205,16-Jan-98,5.83
1206,15-Jan-98,5.88
1207,14-Jan-98,5.72
1208,13-Jan-98,5.71
1209,12-Jan-98,5.50
1210,09-Jan-98,5.66
1211,08-Jan-98,5.79
1212,07-Jan-98,6.03
1213,06-Jan-98,6.08
1214,05-Jan-98,5.92
1215,02-Jan-98,5.96
1216,30-Dec-99,5.34
1217,29-Dec-99,5.30
1218,28-Dec-99,5.21
1219,27-Dec-99,5.20
1220,23-Dec-99,5.20
1221,22-Dec-99,5.22
1222,21-Dec-99,5.14
1223,20-Dec-99,5.19
1224,17-Dec-99,5.22
1225,16-Dec-99,5.19
1226,15-Dec-99,5.18
1227,14-Dec-99,5.19
1228,13-Dec-99,5.10
1229,10-Dec-99,5.12
1230,09-Dec-99,5.11
1231,08-Dec-99,5.12
1232,07-Dec-99,5.14
1233,06-Dec-99,5.11
1234,03-Dec-99,5.10
1235,02-Dec-99,5.08
1236,01-Dec-99,5.17
1237,30-Nov-99,5.20
1238,29-Nov-99,5.17
1239,26-Nov-99,5.18
1240,25-Nov-99,5.19
1241,24-Nov-99,5.21
1242,23-Nov-99,5.27
1243,22-Nov-99,5.19
1244,19-Nov-99,5.14
1245,18-Nov-99,5.12
1246,17-Nov-99,5.09
1247,16-Nov-99,5.16
1248,15-Nov-99,5.08
1249,12-Nov-99,5.05
1250,11-Nov-99,5.10
1251,10-Nov-99,5.12
1252,09-Nov-99,5.08
1253,08-Nov-99,5.05
1254,05-Nov-99,5.07
1255,04-Nov-99,5.21
1256,03-Nov-99,5.21
1257,02-Nov-99,5.21
1258,01-Nov-99,5.21
1259,29-Oct-99,5.18
1260,28-Oct-99,5.28
1261,27-Oct-99,5.18
1262,26-Oct-99,5.19
1263,25-Oct-99,5.25
1264,22-Oct-99,5.23
1265,21-Oct-99,5.21
1266,20-Oct-99,5.18
1267,19-Oct-99,5.19
1268,18-Oct-99,5.22
1269,15-Oct-99,5.31
1270,14-Oct-99,5.34
1271,13-Oct-99,5.58
1272,12-Oct-99,5.55
1273,11-Oct-99,5.51
1274,08-Oct-99,5.53
1275,07-Oct-99,5.58
1276,06-Oct-99,5.51
1277,05-Oct-99,5.55
1278,04-Oct-99,5.62
1279,01-Oct-99,5.58
1280,30-Sep-99,5.62
1281,29-Sep-99,5.61
1282,28-Sep-99,5.76
1283,27-Sep-99,5.33
1284,24-Sep-99,5.23
1285,23-Sep-99,5.25
1286,22-Sep-99,5.26
1287,21-Sep-99,5.25
1288,20-Sep-99,5.10
1289,17-Sep-99,5.09
1290,16-Sep-99,5.11
1291,15-Sep-99,5.08
1292,14-Sep-99,5.13
1293,13-Sep-99,5.15
1294,10-Sep-99,5.19
1295,09-Sep-99,5.21
1296,08-Sep-99,5.19
1297,07-Sep-99,5.19
1298,06-Sep-99,5.13
1299,03-Sep-99,5.15
1300,02-Sep-99,5.19
1301,01-Sep-99,5.14
1302,31-Aug-99,5.12
1303,30-Aug-99,5.04
1304,27-Aug-99,5.08
1305,26-Aug-99,5.12
1306,25-Aug-99,5.08
1307,24-Aug-99,5.12
1308,23-Aug-99,5.12
1309,20-Aug-99,5.23
1310,19-Aug-99,5.15
1311,18-Aug-99,5.21
1312,17-Aug-99,5.24
1313,16-Aug-99,5.23
1314,13-Aug-99,5.30
1315,12-Aug-99,5.34
1316,11-Aug-99,5.39
1317,10-Aug-99,5.32
1318,09-Aug-99,5.31
1319,06-Aug-99,5.38
1320,05-Aug-99,5.44
1321,04-Aug-99,5.48
1322,03-Aug-99,5.44
1323,02-Aug-99,5.40
1324,30-Jul-99,5.43
1325,29-Jul-99,5.40
1326,28-Jul-99,5.24
1327,27-Jul-99,5.17
1328,26-Jul-99,5.13
1329,23-Jul-99,5.14
1330,22-Jul-99,5.13
1331,21-Jul-99,5.11
1332,20-Jul-99,5.05
1333,19-Jul-99,5.04
1334,16-Jul-99,5.07
1335,15-Jul-99,5.09
1336,14-Jul-99,5.07
1337,13-Jul-99,5.11
1338,12-Jul-99,5.22
1339,09-Jul-99,5.22
1340,08-Jul-99,5.23
1341,07-Jul-99,5.21
1342,06-Jul-99,5.20
1343,05-Jul-99,5.26
1344,02-Jul-99,5.25
1345,01-Jul-99,5.25
1346,30-Jun-99,5.22
1347,29-Jun-99,5.17
1348,28-Jun-99,5.14
1349,25-Jun-99,5.06
1350,24-Jun-99,5.12
1351,23-Jun-99,5.10
1352,22-Jun-99,5.04
1353,21-Jun-99,4.98
1354,18-Jun-99,4.95
1355,17-Jun-99,5.07
1356,16-Jun-99,5.03
1357,15-Jun-99,5.05
1358,14-Jun-99,5.10
1359,11-Jun-99,5.11
1360,10-Jun-99,5.08
1361,09-Jun-99,5.03
1362,08-Jun-99,4.94
1363,07-Jun-99,4.98
1364,04-Jun-99,4.88
1365,03-Jun-99,4.93
1366,02-Jun-99,4.97
1367,01-Jun-99,4.98
1368,31-May-99,4.92
1369,28-May-99,4.88
1370,27-May-99,4.93
1371,26-May-99,5.04
1372,25-May-99,5.05
1373,24-May-99,5.04
1374,21-May-99,5.19
1375,20-May-99,5.30
1376,19-May-99,5.27
1377,18-May-99,5.31
1378,17-May-99,5.37
1379,14-May-99,5.37
1380,13-May-99,5.53
1381,12-May-99,5.37
1382,11-May-99,5.41
1383,10-May-99,5.42
1384,07-May-99,5.43
1385,06-May-99,5.37
1386,05-May-99,5.38
1387,04-May-99,5.30
1388,03-May-99,5.41
1389,30-Apr-99,5.40
1390,29-Apr-99,5.39
1391,28-Apr-99,5.26
1392,27-Apr-99,5.18
1393,26-Apr-99,5.11
1394,23-Apr-99,5.15
1395,22-Apr-99,5.18
1396,21-Apr-99,5.17
1397,20-Apr-99,5.13
1398,19-Apr-99,5.15
1399,16-Apr-99,5.04
1400,15-Apr-99,5.01
1401,14-Apr-99,4.87
1402,13-Apr-99,4.91
1403,12-Apr-99,4.89
1404,09-Apr-99,4.93
1405,08-Apr-99,4.90
1406,07-Apr-99,4.96
1407,06-Apr-99,4.96
1408,05-Apr-99,4.90
1409,01-Apr-99,5.02
1410,31-Mar-99,4.96
1411,30-Mar-99,4.99
1412,29-Mar-99,5.10
1413,26-Mar-99,5.08
1414,25-Mar-99,5.11
1415,24-Mar-99,5.08
1416,23-Mar-99,5.11
1417,22-Mar-99,5.09
1418,19-Mar-99,5.05
1419,18-Mar-99,5.01
1420,17-Mar-99,5.05
1421,16-Mar-99,5.05
1422,15-Mar-99,5.09
1423,12-Mar-99,5.31
1424,11-Mar-99,5.34
1425,10-Mar-99,5.26
1426,09-Mar-99,5.24
1427,08-Mar-99,5.28
1428,05-Mar-99,5.20
1429,04-Mar-99,5.27
1430,03-Mar-99,5.25
1431,02-Mar-99,5.32
1432,01-Mar-99,5.54
1433,26-Feb-99,5.63
1434,25-Feb-99,5.57
1435,24-Feb-99,5.40
1436,23-Feb-99,5.49
1437,22-Feb-99,5.49
1438,19-Feb-99,5.62
1439,18-Feb-99,5.50
1440,17-Feb-99,5.43
1441,16-Feb-99,5.42
1442,15-Feb-99,5.73
1443,12-Feb-99,5.65
1444,11-Feb-99,5.53
1445,10-Feb-99,5.50
1446,09-Feb-99,5.49
1447,08-Feb-99,5.62
1448,05-Feb-99,5.65
1449,04-Feb-99,5.74
1450,03-Feb-99,5.53
1451,02-Feb-99,5.47
1452,01-Feb-99,5.32
1453,29-Jan-99,5.23
1454,28-Jan-99,5.24
1455,27-Jan-99,5.09
1456,26-Jan-99,5.12
1457,25-Jan-99,5.17
1458,22-Jan-99,5.10
1459,21-Jan-99,5.11
1460,20-Jan-99,5.15
1461,19-Jan-99,5.12
1462,18-Jan-99,5.12
1463,15-Jan-99,5.12
1464,14-Jan-99,5.18
1465,13-Jan-99,5.19
1466,12-Jan-99,5.25
1467,11-Jan-99,5.35
1468,08-Jan-99,5.28
1469,07-Jan-99,5.24
1470,06-Jan-99,5.17
1471,05-Jan-99,5.05
1472,04-Jan-99,4.94
1473,29-Dec-00,4.59
1474,28-Dec-00,4.58
1475,27-Dec-00,4.59
1476,26-Dec-00,4.63
1477,22-Dec-00,4.61
1478,21-Dec-00,4.59
1479,20-Dec-00,4.60
1480,19-Dec-00,4.59
1481,18-Dec-00,4.58
1482,15-Dec-00,4.57
1483,14-Dec-00,4.61
1484,13-Dec-00,4.63
1485,12-Dec-00,4.67
1486,11-Dec-00,4.66
1487,08-Dec-00,4.63
1488,07-Dec-00,4.73
1489,06-Dec-00,4.76
1490,05-Dec-00,4.71
1491,04-Dec-00,4.71
1492,01-Dec-00,4.62
1493,30-Nov-00,4.68
1494,29-Nov-00,4.62
1495,28-Nov-00,4.69
1496,27-Nov-00,4.67
1497,24-Nov-00,4.59
1498,23-Nov-00,4.61
1499,22-Nov-00,4.62
1500,21-Nov-00,4.62
1501,20-Nov-00,4.63
1502,17-Nov-00,4.62
1503,16-Nov-00,4.63
1504,15-Nov-00,4.67
1505,14-Nov-00,4.66
1506,13-Nov-00,4.66
1507,10-Nov-00,4.68
1508,09-Nov-00,4.73
1509,08-Nov-00,4.72
1510,07-Nov-00,4.71
1511,06-Nov-00,4.75
1512,03-Nov-00,4.73
1513,02-Nov-00,4.70
1514,01-Nov-00,4.75
1515,31-Oct-00,4.73
1516,30-Oct-00,4.71
1517,27-Oct-00,4.75
1518,26-Oct-00,4.72
1519,25-Oct-00,4.73
1520,24-Oct-00,4.76
1521,23-Oct-00,4.77
1522,20-Oct-00,4.82
1523,19-Oct-00,4.81
1524,18-Oct-00,4.83
1525,17-Oct-00,4.83
1526,16-Oct-00,4.83
1527,13-Oct-00,4.84
1528,12-Oct-00,4.88
1529,11-Oct-00,4.83
1530,10-Oct-00,4.87
1531,09-Oct-00,4.86
1532,06-Oct-00,4.86
1533,05-Oct-00,4.87
1534,04-Oct-00,4.83
1535,03-Oct-00,4.88
1536,02-Oct-00,4.87
1537,29-Sep-00,4.86
1538,28-Sep-00,4.92
1539,27-Sep-00,4.91
1540,26-Sep-00,4.91
1541,25-Sep-00,4.89
1542,22-Sep-00,4.88
1543,21-Sep-00,4.85
1544,20-Sep-00,4.82
1545,19-Sep-00,4.86
1546,18-Sep-00,4.85
1547,15-Sep-00,4.85
1548,14-Sep-00,4.87
1549,13-Sep-00,4.86
1550,12-Sep-00,4.86
1551,11-Sep-00,4.86
1552,08-Sep-00,4.87
1553,07-Sep-00,4.89
1554,06-Sep-00,4.92
1555,05-Sep-00,4.92
1556,04-Sep-00,4.95
1557,01-Sep-00,4.93
1558,31-Aug-00,4.94
1559,30-Aug-00,4.88
1560,29-Aug-00,4.90
1561,28-Aug-00,4.88
1562,25-Aug-00,4.87
1563,24-Aug-00,4.81
1564,23-Aug-00,4.75
1565,22-Aug-00,4.82
1566,21-Aug-00,4.84
1567,18-Aug-00,4.81
1568,17-Aug-00,4.85
1569,16-Aug-00,4.84
1570,15-Aug-00,4.85
1571,14-Aug-00,4.86
1572,11-Aug-00,4.90
1573,10-Aug-00,4.88
1574,09-Aug-00,4.87
1575,08-Aug-00,4.87
1576,07-Aug-00,4.91
1577,04-Aug-00,4.90
1578,03-Aug-00,4.95
1579,02-Aug-00,4.95
1580,01-Aug-00,4.98
1581,31-Jul-00,4.97
1582,28-Jul-00,4.94
1583,27-Jul-00,4.95
1584,26-Jul-00,4.94
1585,25-Jul-00,4.95
1586,24-Jul-00,4.92
1587,21-Jul-00,4.91
1588,20-Jul-00,4.96
1589,19-Jul-00,4.96
1590,18-Jul-00,5.01
1591,17-Jul-00,4.99
1592,14-Jul-00,4.99
1593,13-Jul-00,4.96
1594,12-Jul-00,4.95
1595,11-Jul-00,4.94
1596,10-Jul-00,4.97
1597,07-Jul-00,4.95
1598,06-Jul-00,4.97
1599,05-Jul-00,4.96
1600,04-Jul-00,4.98
1601,03-Jul-00,4.99
1602,30-Jun-00,5.02
1603,29-Jun-00,4.99
1604,28-Jun-00,4.97
1605,27-Jun-00,4.94
1606,26-Jun-00,4.95
1607,23-Jun-00,4.94
1608,22-Jun-00,4.94
1609,21-Jun-00,4.94
1610,20-Jun-00,5.00
1611,19-Jun-00,5.01
1612,16-Jun-00,5.04
1613,15-Jun-00,5.04
1614,14-Jun-00,5.04
1615,13-Jun-00,4.98
1616,12-Jun-00,5.00
1617,09-Jun-00,5.11
1618,08-Jun-00,5.14
1619,07-Jun-00,5.15
1620,06-Jun-00,5.14
1621,05-Jun-00,5.01
1622,02-Jun-00,4.98
1623,01-Jun-00,4.90
1624,31-May-00,4.91
1625,30-May-00,4.90
1626,29-May-00,4.92
1627,26-May-00,4.93
1628,25-May-00,4.97
1629,24-May-00,5.05
1630,23-May-00,5.08
1631,22-May-00,4.98
1632,19-May-00,4.96
1633,18-May-00,4.97
1634,17-May-00,4.97
1635,16-May-00,5.07
1636,15-May-00,4.99
1637,12-May-00,4.99
1638,11-May-00,4.99
1639,10-May-00,5.01
1640,09-May-00,5.03
1641,08-May-00,5.00
1642,05-May-00,4.98
1643,04-May-00,5.09
1644,03-May-00,5.00
1645,02-May-00,5.01
1646,01-May-00,5.01
1647,28-Apr-00,4.95
1648,27-Apr-00,4.94
1649,26-Apr-00,4.93
1650,25-Apr-00,4.99
1651,24-Apr-00,4.93
1652,20-Apr-00,4.96
1653,19-Apr-00,5.09
1654,18-Apr-00,5.10
1655,17-Apr-00,5.09
1656,14-Apr-00,5.12
1657,13-Apr-00,5.13
1658,12-Apr-00,5.10
1659,11-Apr-00,5.10
1660,10-Apr-00,5.12
1661,07-Apr-00,5.08
1662,06-Apr-00,5.09
1663,05-Apr-00,5.09
1664,04-Apr-00,5.13
1665,03-Apr-00,5.02
1666,31-Mar-00,5.00
1667,30-Mar-00,4.93
1668,29-Mar-00,4.93
1669,28-Mar-00,5.05
1670,27-Mar-00,5.08
1671,24-Mar-00,5.09
1672,23-Mar-00,5.07
1673,22-Mar-00,5.11
1674,21-Mar-00,5.10
1675,20-Mar-00,5.02
1676,17-Mar-00,5.09
1677,16-Mar-00,5.08
1678,15-Mar-00,5.11
1679,14-Mar-00,5.08
1680,13-Mar-00,5.06
1681,10-Mar-00,5.05
1682,09-Mar-00,5.09
1683,08-Mar-00,5.08
1684,07-Mar-00,5.07
1685,06-Mar-00,5.06
1686,03-Mar-00,5.10
1687,02-Mar-00,5.01
1688,01-Mar-00,5.07
1689,29-Feb-00,5.06
1690,28-Feb-00,5.05
1691,25-Feb-00,5.09
1692,24-Feb-00,5.19
1693,23-Feb-00,5.23
1694,22-Feb-00,5.21
1695,21-Feb-00,5.22
1696,18-Feb-00,5.23
1697,17-Feb-00,5.21
1698,16-Feb-00,5.22
1699,15-Feb-00,5.21
1700,14-Feb-00,5.21
1701,11-Feb-00,5.27
1702,10-Feb-00,5.34
1703,09-Feb-00,5.34
1704,08-Feb-00,5.24
1705,07-Feb-00,5.46
1706,04-Feb-00,5.50
1707,03-Feb-00,5.18
1708,02-Feb-00,5.18
1709,01-Feb-00,5.22
1710,31-Jan-00,5.22
1711,28-Jan-00,5.33
1712,27-Jan-00,5.32
1713,26-Jan-00,5.20
1714,25-Jan-00,5.26
1715,24-Jan-00,5.21
1716,21-Jan-00,5.20
1717,20-Jan-00,5.20
1718,19-Jan-00,5.12
1719,18-Jan-00,5.11
1720,17-Jan-00,5.09
1721,14-Jan-00,5.12
1722,13-Jan-00,5.10
1723,12-Jan-00,5.12
1724,11-Jan-00,5.17
1725,10-Jan-00,5.14
1726,07-Jan-00,5.15
1727,06-Jan-00,5.12
1728,05-Jan-00,5.16
1729,04-Jan-00,5.27
1730,03-Jan-00,5.34
1731,31-Dec-01,4.61
1732,28-Dec-01,4.53
1733,27-Dec-01,4.52
1734,26-Dec-01,4.60
1735,24-Dec-01,4.53
1736,21-Dec-01,4.55
1737,20-Dec-01,4.45
1738,19-Dec-01,4.36
1739,18-Dec-01,4.45
1740,17-Dec-01,4.39
1741,14-Dec-01,4.41
1742,13-Dec-01,4.30
1743,12-Dec-01,4.28
1744,11-Dec-01,4.28
1745,10-Dec-01,4.25
1746,07-Dec-01,4.28
1747,06-Dec-01,4.23
1748,05-Dec-01,4.10
1749,04-Dec-01,4.16
1750,03-Dec-01,4.22
1751,30-Nov-01,4.16
1752,29-Nov-01,4.10
1753,28-Nov-01,4.14
1754,27-Nov-01,4.06
1755,26-Nov-01,4.05
1756,23-Nov-01,4.09
1757,22-Nov-01,4.06
1758,21-Nov-01,4.05
1759,20-Nov-01,4.07
1760,19-Nov-01,4.07
1761,16-Nov-01,4.10
1762,15-Nov-01,4.12
1763,14-Nov-01,4.16
1764,13-Nov-01,4.16
1765,12-Nov-01,4.14
1766,09-Nov-01,4.09
1767,08-Nov-01,4.09
1768,07-Nov-01,4.15
1769,06-Nov-01,4.14
1770,05-Nov-01,4.12
1771,02-Nov-01,4.12
1772,01-Nov-01,4.21
1773,31-Oct-01,4.22
1774,30-Oct-01,4.25
1775,29-Oct-01,4.23
1776,26-Oct-01,4.20
1777,25-Oct-01,4.20
1778,24-Oct-01,4.21
1779,23-Oct-01,4.23
1780,22-Oct-01,4.21
1781,19-Oct-01,4.25
1782,18-Oct-01,4.25
1783,17-Oct-01,4.34
1784,16-Oct-01,4.34
1785,15-Oct-01,4.38
1786,12-Oct-01,4.45
1787,11-Oct-01,4.40
1788,10-Oct-01,4.40
1789,09-Oct-01,4.52
1790,08-Oct-01,4.63
1791,05-Oct-01,4.65
1792,04-Oct-01,4.63
1793,03-Oct-01,4.59
1794,02-Oct-01,4.60
1795,01-Oct-01,4.65
1796,28-Sep-01,4.64
1797,27-Sep-01,4.58
1798,26-Sep-01,4.57
1799,25-Sep-01,4.51
1800,24-Sep-01,4.56
1801,21-Sep-01,4.59
1802,20-Sep-01,4.50
1803,19-Sep-01,4.67
1804,18-Sep-01,4.44
1805,17-Sep-01,4.37
1806,14-Sep-01,4.28
1807,13-Sep-01,4.21
1808,12-Sep-01,4.22
1809,11-Sep-01,4.25
1810,10-Sep-01,4.18
1811,07-Sep-01,4.16
1812,06-Sep-01,4.15
1813,05-Sep-01,4.17
1814,04-Sep-01,4.17
1815,03-Sep-01,4.19
1816,31-Aug-01,4.18
1817,30-Aug-01,4.17
1818,29-Aug-01,4.19
1819,28-Aug-01,4.19
1820,27-Aug-01,4.20
1821,24-Aug-01,4.19
1822,23-Aug-01,4.21
1823,22-Aug-01,4.21
1824,21-Aug-01,4.20
1825,20-Aug-01,4.15
1826,17-Aug-01,4.27
1827,16-Aug-01,4.16
1828,15-Aug-01,4.16
1829,14-Aug-01,4.21
1830,13-Aug-01,4.15
1831,10-Aug-01,4.13
1832,09-Aug-01,4.21
1833,08-Aug-01,4.16
1834,07-Aug-01,4.18
1835,06-Aug-01,4.20
1836,03-Aug-01,4.23
1837,02-Aug-01,4.24
1838,01-Aug-01,4.23
1839,31-Jul-01,4.23
1840,30-Jul-01,4.21
1841,27-Jul-01,4.22
1842,26-Jul-01,4.25
1843,25-Jul-01,4.22
1844,24-Jul-01,4.25
1845,23-Jul-01,4.25
1846,20-Jul-01,4.23
1847,19-Jul-01,4.22
1848,18-Jul-01,4.27
1849,17-Jul-01,4.24
1850,16-Jul-01,4.21
1851,13-Jul-01,4.31
1852,12-Jul-01,4.26
1853,11-Jul-01,4.25
1854,10-Jul-01,4.25
1855,09-Jul-01,4.23
1856,06-Jul-01,4.15
1857,05-Jul-01,4.22
1858,04-Jul-01,4.27
1859,03-Jul-01,4.26
1860,02-Jul-01,4.28
1861,29-Jun-01,4.30
1862,28-Jun-01,4.30
1863,27-Jun-01,4.21
1864,26-Jun-01,4.36
1865,25-Jun-01,4.31
1866,22-Jun-01,4.30
1867,21-Jun-01,4.33
1868,20-Jun-01,4.35
1869,19-Jun-01,4.41
1870,18-Jun-01,4.43
1871,15-Jun-01,4.40
1872,14-Jun-01,4.47
1873,13-Jun-01,4.41
1874,12-Jun-01,4.38
1875,11-Jun-01,4.34
1876,08-Jun-01,4.37
1877,07-Jun-01,4.34
1878,06-Jun-01,4.34
1879,05-Jun-01,4.34
1880,04-Jun-01,4.31
1881,01-Jun-01,4.41
1882,31-May-01,4.39
1883,29-May-01,4.52
1884,28-May-01,4.55
1885,25-May-01,4.55
1886,24-May-01,4.61
1887,23-May-01,4.57
1888,22-May-01,4.56
1889,21-May-01,4.54
1890,18-May-01,4.57
1891,17-May-01,4.48
1892,16-May-01,4.46
1893,15-May-01,4.31
1894,14-May-01,4.34
1895,11-May-01,4.33
1896,10-May-01,4.34
1897,09-May-01,4.40
1898,08-May-01,4.32
1899,07-May-01,4.31
1900,04-May-01,4.34
1901,03-May-01,4.34
1902,02-May-01,4.37
1903,01-May-01,4.36
1904,30-Apr-01,4.33
1905,27-Apr-01,4.36
1906,26-Apr-01,4.38
1907,25-Apr-01,4.37
1908,24-Apr-01,4.44
1909,23-Apr-01,4.45
1910,20-Apr-01,4.45
1911,19-Apr-01,4.44
1912,18-Apr-01,4.38
1913,17-Apr-01,4.37
1914,16-Apr-01,4.44
1915,12-Apr-01,4.37
1916,11-Apr-01,4.38
1917,10-Apr-01,4.32
1918,09-Apr-01,4.32
1919,06-Apr-01,4.34
1920,05-Apr-01,4.35
1921,04-Apr-01,4.34
1922,03-Apr-01,4.30
1923,02-Apr-01,4.32
1924,30-Mar-01,4.29
1925,29-Mar-01,4.32
1926,28-Mar-01,4.37
1927,27-Mar-01,4.43
1928,26-Mar-01,4.37
1929,23-Mar-01,4.35
1930,22-Mar-01,4.35
1931,21-Mar-01,4.33
1932,20-Mar-01,4.34
1933,19-Mar-01,4.32
1934,16-Mar-01,4.30
1935,15-Mar-01,4.35
1936,14-Mar-01,4.45
1937,13-Mar-01,4.43
1938,12-Mar-01,4.42
1939,09-Mar-01,4.50
1940,08-Mar-01,4.49
1941,07-Mar-01,4.44
1942,06-Mar-01,4.42
1943,05-Mar-01,4.42
1944,02-Mar-01,4.41
1945,01-Mar-01,4.40
1946,28-Feb-01,4.47
1947,27-Feb-01,4.43
1948,26-Feb-01,4.44
1949,23-Feb-01,4.43
1950,22-Feb-01,4.42
1951,21-Feb-01,4.41
1952,20-Feb-01,4.41
1953,19-Feb-01,4.50
1954,16-Feb-01,4.48
1955,15-Feb-01,4.52
1956,14-Feb-01,4.51
1957,13-Feb-01,4.56
1958,12-Feb-01,4.55
1959,09-Feb-01,4.55
